,Telemetry,Max Channel,ID_Number,Lat,Long,V (km/h),Date,Timestep,Tension_1,Tension_2
77,60040,CANALE1,357164042518400,59.37294189453125,18.003205718994142,0.0,20210304,41211,12896,976
78,60040,CANALE1,357164042518400,59.37293173217773,18.003219268798826,0.0,20210304,41211,-12584,-2688
79,60040,CANALE1,357164042518400,59.37292312622071,18.003230743408203,0.0,20210304,41211,12024,-144
80,60040,CANALE1,357164042518400,59.37290626525879,18.003259952545164,0.0,20210304,41212,12792,608
81,60040,CANALE1,357164042518400,59.37289852142334,18.003275053024293,0.0,20210304,41212,-14337,1791
82,60040,CANALE1,357164042518400,59.37281690979004,18.003416049957277,0.0,20210304,41214,12912,1168
83,60040,CANALE1,357164042518400,59.3728073425293,18.003432792663574,0.0,20210304,41214,-12768,-832
84,60040,CANALE1,357164042518400,59.37279786682129,18.003449375152588,0.0,20210304,41214,12720,1952
85,60040,CANALE1,357164042518400,59.37278889465332,18.003465076446535,0.0,20210304,41214,-12321,752
86,60040,CANALE1,357164042518400,59.37278039821845,18.003482679644982,0.0,20210304,41215,12384,-448
87,60040,CANALE1,357164042518400,59.37277177136815,18.003501109734266,0.0,20210304,41215,-12136,1016
88,60040,CANALE1,357164042518400,59.37276331202951,18.00351918195774,0.0,20210304,41215,13024,-328
89,60040,CANALE1,357164042518400,59.37275506208043,18.00353680684895,0.0,20210304,41215,-13248,3305
90,60040,CANALE1,357164042518400,59.37274626771847,18.003555594804045,0.0,20210304,41216,12528,-864
91,60040,CANALE1,357164042518400,59.37273737386271,18.003571111124593,0.0,20210304,41216,-11168,2496
92,60040,CANALE1,357164042518400,59.37273709947889,18.003571579863618,0.0,20210304,41216,-11048,1440
93,60040,CANALE1,357164042518400,59.37272754177585,18.00358790760631,0.0,20210304,41216,12224,248
94,60040,CANALE1,357164042518400,59.37271766395836,18.003604782211198,0.0,20210304,41216,-11888,-1337
95,60040,CANALE1,357164042518400,59.372709295251866,18.00361907875145,0.0,20210304,41216,12512,-1537
96,60040,CANALE1,357164042518400,59.3723904800415,18.004157844543457,0.0,20210304,41223,-11644,-439
97,60040,CANALE1,357164042518400,59.37238330841065,18.004173622131347,0.0,20210304,41223,11384,-560
98,60040,CANALE1,357164042518400,59.372375602722165,18.004190574645996,0.0,20210304,41223,-11216,640
99,60040,CANALE1,357164042518400,59.37236820220947,18.004206855773926,0.0,20210304,41224,12160,224
100,60040,CANALE2,357164042518400,59.374610900878906,17.997841247558593,0.0,20210304,41113,-1184,12192
101,60040,CANALE2,357164042518400,59.37461041259765,17.997888397216798,0.0,20210304,41114,-288,11920
102,60040,CANALE2,357164042518400,59.37460948944092,17.99791332244873,0.0,20210304,41114,2047,-11376
103,60040,CANALE2,357164042518400,59.37460862731933,17.997936599731446,0.0,20210304,41114,-576,12224
104,60040,CANALE2,357164042518400,59.3746068611145,17.99798462486267,0.0,20210304,41115,-680,11775
105,60040,CANALE2,357164042518400,59.37460599517822,17.99800930404663,0.0,20210304,41115,576,-12496
106,60040,CANALE2,357164042518400,59.37460515975952,17.998033113479615,0.0,20210304,41115,2144,12192
107,60040,CANALE2,357164042518400,59.37460425186157,17.998058988571167,0.0,20210304,41115,-260,-11376
108,60040,CANALE2,357164042518400,59.37460340118408,17.99808323287964,0.0,20210304,41115,1760,13200
109,60040,CANALE2,357164042518400,59.37429822921753,18.000238052368164,0.0,20210304,41136,-96,11775
110,60040,CANALE2,357164042518400,59.37429023742676,18.000282806396484,0.0,20210304,41136,1952,12224
111,60040,CANALE2,357164042518400,59.37428619384766,18.000305450439452,0.0,20210304,41136,-2416,-11040
112,60040,CANALE2,357164042518400,59.37428148651123,18.00033066368103,0.0,20210304,41137,-336,12480
113,60040,CANALE2,357164042518400,59.37427670288086,18.000353385925294,0.0,20210304,41137,-513,-11580
114,60040,CANALE2,357164042518400,59.37427173614502,18.00037697792053,0.0,20210304,41137,608,12000
115,60040,CANALE2,357164042518400,59.374266952514645,18.000399700164795,0.0,20210304,41137,-1793,-11088
116,60040,CANALE2,357164042518400,59.37426136779785,18.00042622756958,0.0,20210304,41137,-1960,11263
117,60040,CANALE2,357164042518400,59.37425731658936,18.000447971343995,0.0,20210304,41138,-272,-11112
118,60040,CANALE2,357164042518400,59.374253273010254,18.00047101974487,0.0,20210304,41138,1760,11584
119,60040,CANALE2,357164042518400,59.3742490196228,18.000495264053345,0.0,20210304,41138,640,-11648
120,60040,CANALE2,357164042518400,59.37424480438232,18.00051929092407,0.0,20210304,41138,160,12736
121,60040,CANALE2,357164042518400,59.37424069213867,18.000542541503908,0.0,20210304,41139,-704,-11680
122,60040,CANALE2,357164042518400,59.37423565673828,18.00056604003906,0.0,20210304,41139,1024,11392
123,60040,CANALE2,357164042518400,59.37419573340085,18.000752348947053,0.0,20210304,41140,1224,11344
124,60040,CANALE2,357164042518400,59.374148609161374,18.00093561553955,0.0,20210304,41142,-224,12640
125,60040,CANALE2,357164042518400,59.37414284133912,18.000957038879395,0.0,20210304,41142,32,-12256
126,60040,CANALE2,357164042518400,59.37413694000245,18.00097929763794,0.0,20210304,41143,320,13984
127,60040,CANALE2,357164042518400,59.37413103866577,18.001001638412475,0.0,20210304,41143,224,-12864
128,60040,CANALE2,357164042518400,59.37412537765503,18.001023069381713,0.0,20210304,41143,1984,12992
129,60040,CANALE2,357164042518400,59.37411923599243,18.00104631996155,0.0,20210304,41143,379,-12224
130,60040,CANALE2,357164042518400,59.37411344146729,18.001068145751955,0.0,20210304,41144,767,12799
131,60040,CANALE2,357164042518400,59.37410743331909,18.001090461730957,0.0,20210304,41144,188,-11521
132,60040,CANALE2,357164042518400,59.37410161209107,18.001112083435057,0.0,20210304,41144,672,12176
133,60040,CANALE2,357164042518400,59.37376178359985,18.002006626129152,0.0,20210304,41153,992,12464
134,60040,CANALE2,357164042518400,59.37374290084839,18.00204866027832,0.0,20210304,41154,767,11904
135,60040,CANALE2,357164042518400,59.37373291397095,18.0020704498291,0.0,20210304,41154,1791,-11337
136,60040,CANALE2,357164042518400,59.37372422790527,18.00208940124512,0.0,20210304,41154,1616,14464
137,60040,CANALE2,357164042518400,59.37371449279785,18.002110641479494,0.0,20210304,41154,-144,-12192
138,60040,CANALE2,357164042518400,59.37370500946045,18.002131076812745,0.0,20210304,41155,608,13216
139,60040,CANALE2,357164042518400,59.37369523239136,18.00215196418762,0.0,20210304,41155,729,-11936
140,60040,CANALE2,357164042518400,59.3736859588623,18.00217177581787,0.0,20210304,41155,400,13296
141,60040,CANALE2,357164042518400,59.37367702102661,18.002190870285034,0.0,20210304,41155,-2352,-11216
142,60040,CANALE2,357164042518400,59.37366691589355,18.002212745666505,0.0,20210304,41156,-1072,11200
143,60040,CANALE2,357164042518400,59.37365852355957,18.002232048034667,0.0,20210304,41156,128,-11488
144,60040,CANALE2,357164042518400,59.37364982604981,18.002252052307128,0.0,20210304,41156,1104,11774
145,60040,CANALE2,357164042518400,59.37359722137451,18.002363052368164,0.0,20210304,41157,-400,12799
146,60040,CANALE2,357164042518400,59.3735884475708,18.00238040351868,0.0,20210304,41158,340,-11040
147,60040,CANALE2,357164042518400,59.37357990264893,18.002397066116334,0.0,20210304,41158,736,12480
148,60040,CANALE2,357164042518400,59.37357109069824,18.002414249420166,0.0,20210304,41158,-28,-12848
149,60040,CANALE2,357164042518400,59.373562240600585,18.002431507110597,0.0,20210304,41158,416,13632
150,60040,CANALE2,357164042518400,59.373553451538086,18.002448263168336,0.0,20210304,41159,-769,-11904
151,60040,CANALE2,357164042518400,59.37354260253906,18.002464084625245,0.0,20210304,41159,752,12320
152,60040,CANALE2,357164042518400,59.3735317993164,18.002479839324952,0.0,20210304,41159,159,-11093
153,60040,CANALE2,357164042518400,59.37352131652832,18.00249512672424,0.0,20210304,41159,472,13488
154,60040,CANALE2,357164042518400,59.3735107421875,18.00251054763794,0.0,20210304,41159,-368,-12928
155,60040,CANALE2,357164042518400,59.37349927902222,18.002524824142455,0.0,20210304,41200,508,14076
156,60040,CANALE2,357164042518400,59.37348782348633,18.002538482666015,0.0,20210304,41200,-257,-12304
157,60040,CANALE2,357164042518400,59.373475921630856,18.002552673339842,0.0,20210304,41200,192,12928
158,60040,CANALE2,357164042518400,59.37346461486816,18.00256615447998,0.0,20210304,41200,-800,-11472
159,60040,CANALE2,357164042518400,59.37345374298096,18.002582088470458,0.0,20210304,41201,767,12000
160,60040,CANALE2,357164042518400,59.37341461181641,18.002651863098144,0.0,20210304,41202,1023,11519
161,60040,CANALE2,357164042518400,59.373137744903566,18.003074382781982,0.0,20210304,41208,4095,11344
162,60040,CANALE2,357164042518400,59.37309526824952,18.0031068649292,0.0,20210304,41208,720,-11329
163,60040,CANALE2,357164042518400,59.37305268096924,18.00312458229065,0.0,20210304,41209,231,12031
164,60040,CANALE2,357164042518400,59.37303750610352,18.003129219055175,0.0,20210304,41209,2456,-12096
165,60040,CANALE2,357164042518400,59.37302418518066,18.003133289337157,0.0,20210304,41209,896,13824
166,60040,CANALE2,357164042518400,59.3730110168457,18.003139877319335,0.0,20210304,41210,240,-12112
167,60040,CANALE2,357164042518400,59.37300001525879,18.00314852142334,0.0,20210304,41210,960,12704
168,60040,CANALE2,357164042518400,59.37298896026611,18.003157207489014,0.0,20210304,41210,-992,-11200
169,60040,CANALE2,357164042518400,59.37294624328613,18.003199920654296,0.0,20210304,41211,2176,-11904
170,60040,CANALE2,357164042518400,59.37293653869629,18.00321286010742,0.0,20210304,41211,-2584,12984
171,60040,CANALE2,357164042518400,59.37292825317383,18.0032239074707,0.0,20210304,41211,-2080,-11913
172,60040,CANALE2,357164042518400,59.37291827392578,18.003237213134767,0.0,20210304,41212,736,11456
173,60040,CANALE2,357164042518400,59.372910003662106,18.003252662658692,0.0,20210304,41212,1372,-11744
174,60040,CANALE2,357164042518400,59.37290275573731,18.00326679611206,0.0,20210304,41212,3168,14272
175,60040,CANALE2,357164042518400,59.372894287109375,18.003283309936524,0.0,20210304,41212,-320,-11584
176,60040,CANALE2,357164042518400,59.37281205749512,18.00342454147339,0.0,20210304,41214,-840,13048
177,60040,CANALE2,357164042518400,59.37280271911621,18.003440883636475,0.0,20210304,41214,1472,-13148
178,60040,CANALE2,357164042518400,59.372793380737306,18.00345722579956,0.0,20210304,41214,-62,12404
179,60040,CANALE2,357164042518400,59.37278446037613,18.003474001399056,0.0,20210304,41215,80,-11936
180,60040,CANALE2,357164042518400,59.37277595915956,18.003492163088982,0.0,20210304,41215,480,13976
181,60040,CANALE2,357164042518400,59.3727677510884,18.00350969851374,0.0,20210304,41215,-1728,-12472
182,60040,CANALE2,357164042518400,59.372759040482265,18.00352830753593,0.0,20210304,41215,1791,13248
183,60040,CANALE2,357164042518400,59.37275016236448,18.00354727442393,0.0,20210304,41215,256,-11488
184,60040,CANALE2,357164042518400,59.372741032313634,18.00356486127093,0.0,20210304,41216,-1312,13072
185,60040,CANALE2,357164042518400,59.372731840455685,18.00358056402826,0.0,20210304,41216,1631,-11808
186,60040,CANALE2,357164042518400,59.37272287725092,18.00359587616973,0.0,20210304,41216,608,13888
187,60040,CANALE2,357164042518400,59.37271341100916,18.003612047666078,0.0,20210304,41216,380,-12545
188,60040,CANALE2,357164042518400,59.37239440917969,18.004149200439453,0.0,20210304,41223,512,11040
189,60040,CANALE2,357164042518400,59.37237953186035,18.004181930541993,0.0,20210304,41223,1264,11392
190,60040,CANALE2,357164042518400,59.37237174987793,18.00419905090332,0.0,20210304,41223,496,-11192
191,60040,CANALE2,357164042518400,59.37236278533936,18.00421377182007,0.0,20210304,41224,-32,12256
192,61040,CANALE1,357164042518400,59.374610900878906,17.997832553863525,0.0,20210304,41113,-11936,1276
193,61040,CANALE1,357164042518400,59.374610698699954,17.997880672454833,0.0,20210304,41114,-12352,928
194,61040,CANALE1,357164042518400,59.37460986328125,17.997903228759764,0.0,20210304,41114,11440,-2752
195,61040,CANALE1,357164042518400,59.37460890197754,17.99792918395996,0.0,20210304,41114,-11936,120
196,61040,CANALE1,357164042518400,59.37460802841186,17.997952770233155,0.0,20210304,41114,11232,-176
197,61040,CANALE1,357164042518400,59.37460626220703,17.998001693725588,0.0,20210304,41115,12536,384
198,61040,CANALE1,357164042518400,59.37460538482666,17.998026699066163,0.0,20210304,41115,-12552,928
199,61040,CANALE1,357164042518400,59.37460447311401,17.998052682876587,0.0,20210304,41115,11376,928
200,61040,CANALE1,357164042518400,59.37460353469849,17.998079427719116,0.0,20210304,41115,-12512,-3872
201,61040,CANALE1,357164042518400,59.37460170521008,17.99810154788144,0.0,20210304,41116,11152,-24
202,61040,CANALE1,357164042518400,59.37459896137188,17.99812715703791,0.0,20210304,41116,-11083,-1063
203,61040,CANALE1,357164042518400,59.37429109573364,18.00027799987793,0.0,20210304,41136,-11912,48
204,61040,CANALE1,357164042518400,59.37428693771362,18.00030128479004,0.0,20210304,41136,11984,766
205,61040,CANALE1,357164042518400,59.37428289413453,18.00032392883301,0.0,20210304,41137,-12816,640
206,61040,CANALE1,357164042518400,59.37427798461914,18.00034729766846,0.0,20210304,41137,12000,-257
207,61040,CANALE1,357164042518400,59.37427294921875,18.000371215820312,0.0,20210304,41137,-12033,255
208,61040,CANALE1,357164042518400,59.37426805114746,18.000394481658937,0.0,20210304,41137,12005,-513
209,61040,CANALE1,357164042518400,59.374263038635256,18.00041829109192,0.0,20210304,41137,-11904,928
210,61040,CANALE1,357164042518400,59.37425840377808,18.000441774368287,0.0,20210304,41138,11392,-304
211,61040,CANALE1,357164042518400,59.37425441741944,18.000464496612548,0.0,20210304,41138,-11872,2556
212,61040,CANALE1,357164042518400,59.37425006866455,18.000489284515382,0.0,20210304,41138,12286,832
213,61040,CANALE1,357164042518400,59.37424613952637,18.000511680603026,0.0,20210304,41138,-11696,2016
214,61040,CANALE1,357164042518400,59.37424175262451,18.000536685943604,0.0,20210304,41138,12160,-160
215,61040,CANALE1,357164042518400,59.37423714447021,18.00055909729004,0.0,20210304,41139,-11777,2528
216,61040,CANALE1,357164042518400,59.37415015792847,18.000929862976076,0.0,20210304,41142,-12312,104
217,61040,CANALE1,357164042518400,59.37414436340332,18.00095138549805,0.0,20210304,41142,12320,-272
218,61040,CANALE1,357164042518400,59.37413862228394,18.000972929000856,0.0,20210304,41143,-13104,1856
219,61040,CANALE1,357164042518400,59.3741325340271,18.000995977401733,0.0,20210304,41143,13048,112
220,61040,CANALE1,357164042518400,59.37412665939331,18.00101821708679,0.0,20210304,41143,-13472,640
221,61040,CANALE1,357164042518400,59.37412073135376,18.001040658950807,0.0,20210304,41143,13792,144
222,61040,CANALE1,357164042518400,59.37411512374878,18.001061887741088,0.0,20210304,41144,-12608,2160
223,61040,CANALE1,357164042518400,59.37410903549194,18.001084510803224,0.0,20210304,41144,11519,-513
224,61040,CANALE1,357164042518400,59.37410321426392,18.001106132507324,0.0,20210304,41144,-12240,1472
225,61040,CANALE1,357164042518400,59.37409701919556,18.00112914276123,0.0,20210304,41144,11456,656
226,61040,CANALE1,357164042518400,59.37409111785889,18.00115106201172,0.0,20210304,41144,-11116,-8
227,61040,CANALE1,357164042518400,59.373763671875,18.002002334594728,0.0,20210304,41153,-11664,-344
228,61040,CANALE1,357164042518400,59.37375410461426,18.00202407836914,0.0,20210304,41153,11632,1272
229,61040,CANALE1,357164042518400,59.3737447052002,18.002044723510743,0.0,20210304,41154,-11888,-769
230,61040,CANALE1,357164042518400,59.37373589324951,18.00206394958496,0.0,20210304,41154,12000,-1152
231,61040,CANALE1,357164042518400,59.37372624206543,18.002085006713866,0.0,20210304,41154,-13192,760
232,61040,CANALE1,357164042518400,59.37371696853638,18.002105239868165,0.0,20210304,41154,13264,-848
233,61040,CANALE1,357164042518400,59.373706939697264,18.002126953125,0.0,20210304,41155,-13632,-1028
234,61040,CANALE1,357164042518400,59.37369816970825,18.00214568901062,0.0,20210304,41155,12752,-1968
235,61040,CANALE1,357164042518400,59.37368797302246,18.002167472839357,0.0,20210304,41155,-13232,-448
236,61040,CANALE1,357164042518400,59.37367874145508,18.00218719482422,0.0,20210304,41155,12799,-192
237,61040,CANALE1,357164042518400,59.3736608505249,18.002226696014404,0.0,20210304,41156,11840,-704
238,61040,CANALE1,357164042518400,59.37365119934082,18.002248893737793,0.0,20210304,41156,-11328,-1728
239,61040,CANALE1,357164042518400,59.37359928131104,18.002358932495117,0.0,20210304,41157,-12080,-384
240,61040,CANALE1,357164042518400,59.37359100341797,18.002375419616698,0.0,20210304,41158,11512,-1793
241,61040,CANALE1,357164042518400,59.37358146667481,18.002394016265868,0.0,20210304,41158,-11712,-808
242,61040,CANALE1,357164042518400,59.37357322692871,18.00241008377075,0.0,20210304,41158,13248,-648
243,61040,CANALE1,357164042518400,59.37356426239014,18.002427564620973,0.0,20210304,41158,-13296,576
244,61040,CANALE1,357164042518400,59.37355495452881,18.00244571495056,0.0,20210304,41159,12144,2047
245,61040,CANALE1,357164042518400,59.37354498291016,18.002460613250733,0.0,20210304,41159,-12480,352
246,61040,CANALE1,357164042518400,59.37353450012207,18.002475900650026,0.0,20210304,41159,12031,-560
247,61040,CANALE1,357164042518400,59.37352346801758,18.00249198913574,0.0,20210304,41159,-13264,-688
248,61040,CANALE1,357164042518400,59.3735133972168,18.002506675720216,0.0,20210304,41159,12672,-1248
249,61040,CANALE1,357164042518400,59.37350141143799,18.00252228164673,0.0,20210304,41200,-13472,-1180
250,61040,CANALE1,357164042518400,59.37349000549317,18.00253588104248,0.0,20210304,41200,13392,1136
251,61040,CANALE1,357164042518400,59.37347869873047,18.002549362182616,0.0,20210304,41200,-13184,508
252,61040,CANALE1,357164042518400,59.37346754074097,18.00256266593933,0.0,20210304,41200,12160,-1537
253,61040,CANALE1,357164042518400,59.3734559249878,18.002578220367432,0.0,20210304,41201,-11824,352
254,61040,CANALE1,357164042518400,59.373139106750486,18.00307334136963,0.0,20210304,41208,-12496,-32
255,61040,CANALE1,357164042518400,59.37309799194336,18.003104782104494,0.0,20210304,41208,11152,1216
256,61040,CANALE1,357164042518400,59.37305460357666,18.00312399482727,0.0,20210304,41209,-11265,-2100
257,61040,CANALE1,357164042518400,59.373040939331055,18.00312817001343,0.0,20210304,41209,12688,1712
258,61040,CANALE1,357164042518400,59.373027137756345,18.003132387161255,0.0,20210304,41209,-13372,510
259,61040,CANALE1,357164042518400,59.37301416778565,18.003137401580812,0.0,20210304,41210,12464,-2440
260,61040,CANALE1,357164042518400,59.37300193786621,18.00314701080322,0.0,20210304,41210,-12136,-592
261,61040,CANALE1,357164042518400,59.37299072265625,18.003155822753907,0.0,20210304,41210,11968,1232
262,61040,CANALE1,357164042518400,59.37297966766357,18.00316450881958,0.0,20210304,41210,-11072,72
263,61040,CANALE1,357164042518400,59.37296871948242,18.003173110961914,0.0,20210304,41210,11136,-160
264,61040,CANALE1,357164042518400,59.37295819091797,18.003183990478515,0.0,20210304,41211,-11232,192
265,61040,CANALE1,357164042518400,59.372948532104495,18.003196868896485,0.0,20210304,41211,11736,1023
266,61040,CANALE1,357164042518400,59.37293974304199,18.003208587646483,0.0,20210304,41211,-12840,2344
267,61040,CANALE1,357164042518400,59.37293003845215,18.00322152709961,0.0,20210304,41211,13176,-880
268,61040,CANALE1,357164042518400,59.37291987609864,18.003235076904296,0.0,20210304,41211,-11844,-520
269,61040,CANALE1,357164042518400,59.37291206359863,18.00324864578247,0.0,20210304,41212,11519,-769
270,61040,CANALE1,357164042518400,59.37290355682373,18.00326523399353,0.0,20210304,41212,-14208,-1304
271,61040,CANALE1,357164042518400,59.37289627075195,18.003279441833495,0.0,20210304,41212,12992,-1680
272,61040,CANALE1,357164042518400,59.37281443786621,18.003420375823975,0.0,20210304,41214,-13296,960
273,61040,CANALE1,357164042518400,59.37280445861816,18.003437839508056,0.0,20210304,41214,13311,2192
274,61040,CANALE1,357164042518400,59.37279580688477,18.003452980041505,0.0,20210304,41214,-11864,1791
275,61040,CANALE1,357164042518400,59.37278630300434,18.00347006487513,0.0,20210304,41215,12096,-160
